"51148","*****Dummy_Data_For_51148*****","466","2022-11-11","473"
"51149","*****Dummy_Data_For_51149*****","135","2022-12-25","469"
"51150","*****Dummy_Data_For_51150*****","886","2022-01-31","413"
"51151","*****Dummy_Data_For_51151*****","208","2022-02-25","394"
"51152","*****Dummy_Data_For_51152*****","678","2022-03-30","393"
"51153","*****Dummy_Data_For_51153*****","575","2022-04-10","267"
"51154","*****Dummy_Data_For_51154*****","173","2022-01-31","434"
"51155","*****Dummy_Data_For_51155*****","280","2022-02-25","366"
"61156","*****Dummy_Data_For_61156*****","381","2022-03-30","373"
"61157","*****Dummy_Data_For_61157*****","181","2022-04-10","315"
"61158","*****Dummy_Data_For_61158*****","989","2022-05-12","341"
"61159","*****Dummy_Data_For_61159*****","15","2022-06-22","357"
"61160","*****Dummy_Data_For_61160*****","513","2022-07-30","294"
"61161","*****Dummy_Data_For_61161*****","105","2022-08-31","346"
"61162","*****Dummy_Data_For_61162*****","574","2022-09-30","371"
"61163","*****Dummy_Data_For_61163*****","285","2022-10-10","347"
"61164","*****Dummy_Data_For_61164*****","994","2022-11-11","304"
"61165","*****Dummy_Data_For_61165*****","987","2022-12-25","334"
"61166","*****Dummy_Data_For_61166*****","946","2022-01-31","314"
"61167","*****Dummy_Data_For_61167*****","38","2022-02-25","323"
"61168","*****Dummy_Data_For_61168*****","735","2022-03-30","367"
"61169","*****Dummy_Data_For_61169*****","576","2022-04-10","338"
"61170","*****Dummy_Data_For_61170*****","734","2022-01-31","281"
"61171","*****Dummy_Data_For_61171*****","152","2022-02-25","302"
"61172","*****Dummy_Data_For_61172*****","302","2022-03-30","332"
"61173","*****Dummy_Data_For_61173*****","533","2022-04-10","357"
"61174","*****Dummy_Data_For_61174*****","989","2022-05-12","262"
"61175","*****Dummy_Data_For_61175*****","418","2022-06-22","265"
"61176","*****Dummy_Data_For_61176*****","861","2022-07-30","350"
"61177","*****Dummy_Data_For_61177*****","496","2022-08-31","307"
"61178","*****Dummy_Data_For_61178*****","829","2022-09-30","262"
"61179","*****Dummy_Data_For_61179*****","886","2022-10-10","364"
"61180","*****Dummy_Data_For_61180*****","190","2022-11-11","313"
"61181","*****Dummy_Data_For_61181*****","397","2022-12-25","335"
"61182","*****Dummy_Data_For_61182*****","750","2022-01-31","253"
"61183","*****Dummy_Data_For_61183*****","251","2022-02-25","261"
"61184","*****Dummy_Data_For_61184*****","607","2022-03-30","370"
"61185","*****Dummy_Data_For_61185*****","48","2022-04-10","344"
"61186","*****Dummy_Data_For_61186*****","43","2022-01-31","287"
"61187","*****Dummy_Data_For_61187*****","704","2022-02-25","298"
"61188","*****Dummy_Data_For_61188*****","200","2022-03-30","344"
"61189","*****Dummy_Data_For_61189*****","59","2022-04-10","367"
"61190","*****Dummy_Data_For_61190*****","857","2022-05-12","299"
"62101","*****Dummy_Data_For_62101*****","876","2022-06-22","317"
"62102","*****Dummy_Data_For_62102*****","872","2022-07-30","332"
"62103","*****Dummy_Data_For_62103*****","853","2022-08-31","260"
"62104","*****Dummy_Data_For_62104*****","51","2022-09-30","255"
"62105","*****Dummy_Data_For_62105*****","13","2022-10-10","283"
"62106","*****Dummy_Data_For_62106*****","227","2022-11-11","250"
"62107","*****Dummy_Data_For_62107*****","565","2022-12-25","361"
"62108","*****Dummy_Data_For_62108*****","177","2022-01-31","330"
"62109","*****Dummy_Data_For_62109*****","119","2022-02-25","309"
"62110","*****Dummy_Data_For_62110*****","734","2022-03-30","338"
"62111","*****Dummy_Data_For_62111*****","681","2022-04-10","262"
"62112","*****Dummy_Data_For_62112*****","267","2022-01-31","341"
"62113","*****Dummy_Data_For_62113*****","799","2022-02-25","277"
"62114","*****Dummy_Data_For_62114*****","679","2022-03-30","351"
"62115","*****Dummy_Data_For_62115*****","813","2022-04-10","330."
"62115","*****Dummy_Data_For_62115*****","813","2022-04-10","330."
"62115","*****Dummy_Data_For_62115*****","813","2022-04-10","330."
